IntervalID,location_ID,street1,street2,street3,latitude,longitude,type,Date,Day,period_begin,period_end,Interval_Begin,NS,SN,EW,WE,Female,Sidewalk,Wrongway,Other_Var1,Other_Var2,Other_Var1_Count,Other_Var2_Count,Count_Method,Count_BikesOnSidewalks,raining,unusual,bikewaytype,bikewaytype_options,road_class,speed_limit,landuse,pk_dataset_id,dataset_name,pk_physicalenv_id,pk_countocc_id,createdatetime,username
17723,1521,Live Oak Ave,San Gabriel River,Live Oak Ln,34.1077983,-117.976824,midblock,09-15-2016,Thursday,4:00 PM,6:00 PM,5:45 PM,0,0,0,0,0,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,minorArterial,45,industrial,131,BikeSGV Irwindale,1450,2664,2016-12-06 15:07:00,wes@bikesgv.org
17660,1520,Arrow Hwy,Maine,Bleeker,34.1066346,-117.9599047,midblock,09-15-2016,Thursday,7:00 AM,9:00 AM,7:00 AM,0,0,1,1,0,1,0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,,principalArterial,45,industrial,131,BikeSGV Irwindale,1448,2657,2016-12-06 14:13:00,wes@bikesgv.org
17661,1520,Arrow Hwy,Maine,Bleeker,34.1066346,-117.9599047,midblock,09-15-2016,Thursday,7:00 AM,9:00 AM,7:15 AM,0,0,1,0,0,0,0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,,principalArterial,45,industrial,131,BikeSGV Irwindale,1448,2657,2016-12-06 14:13:00,wes@bikesgv.org
17662,1520,Arrow Hwy,Maine,Bleeker,34.1066346,-117.9599047,midblock,09-15-2016,Thursday,7:00 AM,9:00 AM,7:30 AM,0,0,2,0,1,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,45,industrial,131,BikeSGV Irwindale,1448,2657,2016-12-06 14:13:00,wes@bikesgv.org
17663,1520,Arrow Hwy,Maine,Bleeker,34.1066346,-117.9599047,midblock,09-15-2016,Thursday,7:00 AM,9:00 AM,7:45 AM,0,0,1,1,0,1,1,No helmet,Child,1,0,manual_in_house,Yes,no,,none,,principalArterial,45,industrial,131,BikeSGV Irwindale,1448,2657,2016-12-06 14:13:00,wes@bikesgv.org
17664,1520,Arrow Hwy,Maine,Bleeker,34.1066346,-117.9599047,midblock,09-15-2016,Thursday,7:00 AM,9:00 AM,8:00 AM,0,0,0,0,0,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,45,industrial,131,BikeSGV Irwindale,1448,2657,2016-12-06 14:13:00,wes@bikesgv.org
17665,1520,Arrow Hwy,Maine,Bleeker,34.1066346,-117.9599047,midblock,09-15-2016,Thursday,7:00 AM,9:00 AM,8:15 AM,0,0,0,0,0,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,45,industrial,131,BikeSGV Irwindale,1448,2657,2016-12-06 14:13:00,wes@bikesgv.org
17666,1520,Arrow Hwy,Maine,Bleeker,34.1066346,-117.9599047,midblock,09-15-2016,Thursday,7:00 AM,9:00 AM,8:30 AM,0,0,5,0,1,2,0,No helmet,Child,2,0,manual_in_house,Yes,no,,none,,principalArterial,45,industrial,131,BikeSGV Irwindale,1448,2657,2016-12-06 14:13:00,wes@bikesgv.org
17667,1520,Arrow Hwy,Maine,Bleeker,34.1066346,-117.9599047,midblock,09-15-2016,Thursday,7:00 AM,9:00 AM,8:45 AM,0,0,0,0,0,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,45,industrial,131,BikeSGV Irwindale,1448,2657,2016-12-06 14:13:00,wes@bikesgv.org
17708,1521,Live Oak Ave,San Gabriel River,Live Oak Ln,34.1077983,-117.976824,midblock,09-15-2016,Thursday,7:00 AM,9:00 AM,7:00 AM,0,0,1,0,0,1,0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,,minorArterial,45,industrial,131,BikeSGV Irwindale,1450,2663,2016-12-06 15:03:00,wes@bikesgv.org
17709,1521,Live Oak Ave,San Gabriel River,Live Oak Ln,34.1077983,-117.976824,midblock,09-15-2016,Thursday,7:00 AM,9:00 AM,7:15 AM,0,0,0,0,0,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,minorArterial,45,industrial,131,BikeSGV Irwindale,1450,2663,2016-12-06 15:03:00,wes@bikesgv.org
17710,1521,Live Oak Ave,San Gabriel River,Live Oak Ln,34.1077983,-117.976824,midblock,09-15-2016,Thursday,7:00 AM,9:00 AM,7:30 AM,0,0,1,0,0,0,1,No helmet,Child,1,0,manual_in_house,Yes,no,,none,,minorArterial,45,industrial,131,BikeSGV Irwindale,1450,2663,2016-12-06 15:03:00,wes@bikesgv.org
17711,1521,Live Oak Ave,San Gabriel River,Live Oak Ln,34.1077983,-117.976824,midblock,09-15-2016,Thursday,7:00 AM,9:00 AM,7:45 AM,0,0,0,1,0,1,0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,,minorArterial,45,industrial,131,BikeSGV Irwindale,1450,2663,2016-12-06 15:03:00,wes@bikesgv.org
17712,1521,Live Oak Ave,San Gabriel River,Live Oak Ln,34.1077983,-117.976824,midblock,09-15-2016,Thursday,7:00 AM,9:00 AM,8:00 AM,0,0,1,0,0,0,0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,,minorArterial,45,industrial,131,BikeSGV Irwindale,1450,2663,2016-12-06 15:03:00,wes@bikesgv.org
17713,1521,Live Oak Ave,San Gabriel River,Live Oak Ln,34.1077983,-117.976824,midblock,09-15-2016,Thursday,7:00 AM,9:00 AM,8:15 AM,0,0,0,0,0,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,minorArterial,45,industrial,131,BikeSGV Irwindale,1450,2663,2016-12-06 15:03:00,wes@bikesgv.org
17714,1521,Live Oak Ave,San Gabriel River,Live Oak Ln,34.1077983,-117.976824,midblock,09-15-2016,Thursday,7:00 AM,9:00 AM,8:30 AM,0,0,1,0,0,0,0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,,minorArterial,45,industrial,131,BikeSGV Irwindale,1450,2663,2016-12-06 15:03:00,wes@bikesgv.org
17715,1521,Live Oak Ave,San Gabriel River,Live Oak Ln,34.1077983,-117.976824,midblock,09-15-2016,Thursday,7:00 AM,9:00 AM,8:45 AM,0,0,2,0,0,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,minorArterial,45,industrial,131,BikeSGV Irwindale,1450,2663,2016-12-06 15:03:00,wes@bikesgv.org
16943,1491,Union,Catalina,Wilson,34.1480212,-118.1285191,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,0,0,0,0,0,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,majorCollector,30,residential,123,BikeSGV Pasadena 2016,1389,2556,2016-11-22 15:36:00,wes@bikesgv.org
16944,1491,Union,Catalina,Wilson,34.1480212,-118.1285191,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,0,0,2,0,1,1,0,No helmet,Child,2,0,manual_in_house,Yes,no,,none,,majorCollector,30,residential,123,BikeSGV Pasadena 2016,1389,2556,2016-11-22 15:36:00,wes@bikesgv.org
16945,1491,Union,Catalina,Wilson,34.1480212,-118.1285191,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,0,0,1,0,1,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,majorCollector,30,residential,123,BikeSGV Pasadena 2016,1389,2556,2016-11-22 15:36:00,wes@bikesgv.org
16946,1491,Union,Catalina,Wilson,34.1480212,-118.1285191,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,0,0,2,0,1,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,majorCollector,30,residential,123,BikeSGV Pasadena 2016,1389,2556,2016-11-22 15:36:00,wes@bikesgv.org
16947,1491,Union,Catalina,Wilson,34.1480212,-118.1285191,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,0,0,0,0,0,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,majorCollector,30,residential,123,BikeSGV Pasadena 2016,1389,2556,2016-11-22 15:36:00,wes@bikesgv.org
16948,1491,Union,Catalina,Wilson,34.1480212,-118.1285191,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,0,0,1,0,0,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,majorCollector,30,residential,123,BikeSGV Pasadena 2016,1389,2556,2016-11-22 15:36:00,wes@bikesgv.org
16949,1491,Union,Catalina,Wilson,34.1480212,-118.1285191,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,0,0,1,0,0,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,majorCollector,30,residential,123,BikeSGV Pasadena 2016,1389,2556,2016-11-22 15:36:00,wes@bikesgv.org
16950,1491,Union,Catalina,Wilson,34.1480212,-118.1285191,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,0,0,1,0,1,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,majorCollector,30,residential,123,BikeSGV Pasadena 2016,1389,2556,2016-11-22 15:36:00,wes@bikesgv.org
18162,1546,,,,34.1426137,-118.1372631,,10-08-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,0,0,0,1,0,0,0,No helmet,Child ,0,0,manual_in_house,Yes,no,,none,,majorCollector,35,residential,123,BikeSGV Pasadena 2016,1490,2740,2017-02-21 11:35:00,wes@bikesgv.org
18163,1546,,,,34.1426137,-118.1372631,,10-08-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,0,0,0,0,0,0,0,No helmet,Child ,0,0,manual_in_house,Yes,no,,none,,majorCollector,35,residential,123,BikeSGV Pasadena 2016,1490,2740,2017-02-21 11:35:00,wes@bikesgv.org
18164,1546,,,,34.1426137,-118.1372631,,10-08-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,0,0,1,3,1,0,0,No helmet,Child ,0,2,manual_in_house,Yes,no,,none,,majorCollector,35,residential,123,BikeSGV Pasadena 2016,1490,2740,2017-02-21 11:35:00,wes@bikesgv.org
18165,1546,,,,34.1426137,-118.1372631,,10-08-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,0,0,0,0,0,0,0,No helmet,Child ,0,0,manual_in_house,Yes,no,,none,,majorCollector,35,residential,123,BikeSGV Pasadena 2016,1490,2740,2017-02-21 11:35:00,wes@bikesgv.org
18166,1546,,,,34.1426137,-118.1372631,,10-08-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,0,0,0,2,0,1,0,No helmet,Child ,0,0,manual_in_house,Yes,no,,none,,majorCollector,35,residential,123,BikeSGV Pasadena 2016,1490,2740,2017-02-21 11:35:00,wes@bikesgv.org
18167,1546,,,,34.1426137,-118.1372631,,10-08-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,0,0,1,1,1,1,0,No helmet,Child ,1,0,manual_in_house,Yes,no,,none,,majorCollector,35,residential,123,BikeSGV Pasadena 2016,1490,2740,2017-02-21 11:35:00,wes@bikesgv.org
18168,1546,,,,34.1426137,-118.1372631,,10-08-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,0,0,0,1,0,0,0,No helmet,Child ,0,0,manual_in_house,Yes,no,,none,,majorCollector,35,residential,123,BikeSGV Pasadena 2016,1490,2740,2017-02-21 11:35:00,wes@bikesgv.org
18169,1546,,,,34.1426137,-118.1372631,,10-08-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,0,0,3,2,1,2,0,No helmet,Child ,2,2,manual_in_house,Yes,no,,none,,majorCollector,35,residential,123,BikeSGV Pasadena 2016,1490,2740,2017-02-21 11:35:00,wes@bikesgv.org
18186,1547,Colorado,Fair Oaks,Raymond,34.1457082,-118.1498855,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,0,0,0,0,0,0,0,No helmet,Child ,0,0,manual_in_house,Yes,no,,none,,principalArterial,25,neighborhoodRetail,123,BikeSGV Pasadena 2016,1491,2743,2017-02-21 12:23:00,wes@bikesgv.org
18187,1547,Colorado,Fair Oaks,Raymond,34.1457082,-118.1498855,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,0,0,4,0,0,0,1,No helmet,Child ,2,0,manual_in_house,Yes,no,,none,,principalArterial,25,neighborhoodRetail,123,BikeSGV Pasadena 2016,1491,2743,2017-02-21 12:23:00,wes@bikesgv.org
18188,1547,Colorado,Fair Oaks,Raymond,34.1457082,-118.1498855,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,0,0,0,2,0,0,0,No helmet,Child ,2,0,manual_in_house,Yes,no,,none,,principalArterial,25,neighborhoodRetail,123,BikeSGV Pasadena 2016,1491,2743,2017-02-21 12:23:00,wes@bikesgv.org
18189,1547,Colorado,Fair Oaks,Raymond,34.1457082,-118.1498855,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,0,0,0,2,0,0,0,No helmet,Child ,0,0,manual_in_house,Yes,no,,none,,principalArterial,25,neighborhoodRetail,123,BikeSGV Pasadena 2016,1491,2743,2017-02-21 12:23:00,wes@bikesgv.org
18190,1547,Colorado,Fair Oaks,Raymond,34.1457082,-118.1498855,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,0,0,1,2,0,0,1,No helmet,Child ,2,18,manual_in_house,Yes,no,,none,,principalArterial,25,neighborhoodRetail,123,BikeSGV Pasadena 2016,1491,2743,2017-02-21 12:23:00,wes@bikesgv.org
18191,1547,Colorado,Fair Oaks,Raymond,34.1457082,-118.1498855,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,0,0,5,0,0,0,0,No helmet,Child ,1,0,manual_in_house,Yes,no,,none,,principalArterial,25,neighborhoodRetail,123,BikeSGV Pasadena 2016,1491,2743,2017-02-21 12:23:00,wes@bikesgv.org
18192,1547,Colorado,Fair Oaks,Raymond,34.1457082,-118.1498855,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,0,0,1,3,0,2,0,No helmet,Child ,4,0,manual_in_house,Yes,no,,none,,principalArterial,25,neighborhoodRetail,123,BikeSGV Pasadena 2016,1491,2743,2017-02-21 12:23:00,wes@bikesgv.org
18193,1547,Colorado,Fair Oaks,Raymond,34.1457082,-118.1498855,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,0,0,2,0,0,0,0,No helmet,Child ,2,0,manual_in_house,Yes,no,,none,,principalArterial,25,neighborhoodRetail,123,BikeSGV Pasadena 2016,1491,2743,2017-02-21 12:23:00,wes@bikesgv.org
16695,1474,Lake Ave,Cordova,Del Mar,34.1420631,-118.132537,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,1,0,0,0,0,0,0,No Helmet,Child,0,0,manual_in_house,Yes,no,,bikeroute,bikeroute_sharrows;,minorCollector,25,cbd,123,BikeSGV Pasadena 2016,1368,2520,2016-10-27 11:13:00,wes@bikesgv.org
16696,1474,Lake Ave,Cordova,Del Mar,34.1420631,-118.132537,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,0,1,0,0,0,1,0,No Helmet,Child,1,0,manual_in_house,Yes,no,,bikeroute,bikeroute_sharrows;,minorCollector,25,cbd,123,BikeSGV Pasadena 2016,1368,2520,2016-10-27 11:13:00,wes@bikesgv.org
16697,1474,Lake Ave,Cordova,Del Mar,34.1420631,-118.132537,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,0,0,0,0,0,0,0,No Helmet,Child,0,0,manual_in_house,Yes,no,,bikeroute,bikeroute_sharrows;,minorCollector,25,cbd,123,BikeSGV Pasadena 2016,1368,2520,2016-10-27 11:13:00,wes@bikesgv.org
16698,1474,Lake Ave,Cordova,Del Mar,34.1420631,-118.132537,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,1,2,0,0,0,1,0,No Helmet,Child,1,0,manual_in_house,Yes,no,,bikeroute,bikeroute_sharrows;,minorCollector,25,cbd,123,BikeSGV Pasadena 2016,1368,2520,2016-10-27 11:13:00,wes@bikesgv.org
16699,1474,Lake Ave,Cordova,Del Mar,34.1420631,-118.132537,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,1,2,0,0,2,3,0,No Helmet,Child,0,0,manual_in_house,Yes,no,,bikeroute,bikeroute_sharrows;,minorCollector,25,cbd,123,BikeSGV Pasadena 2016,1368,2520,2016-10-27 11:13:00,wes@bikesgv.org
16700,1474,Lake Ave,Cordova,Del Mar,34.1420631,-118.132537,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,1,1,0,0,0,2,0,No Helmet,Child,2,0,manual_in_house,Yes,no,,bikeroute,bikeroute_sharrows;,minorCollector,25,cbd,123,BikeSGV Pasadena 2016,1368,2520,2016-10-27 11:13:00,wes@bikesgv.org
16701,1474,Lake Ave,Cordova,Del Mar,34.1420631,-118.132537,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,2,0,0,0,0,2,0,No Helmet,Child,2,0,manual_in_house,Yes,no,,bikeroute,bikeroute_sharrows;,minorCollector,25,cbd,123,BikeSGV Pasadena 2016,1368,2520,2016-10-27 11:13:00,wes@bikesgv.org
16702,1474,Lake Ave,Cordova,Del Mar,34.1420631,-118.132537,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,4,1,0,0,0,4,0,No Helmet,Child,1,0,manual_in_house,Yes,no,,bikeroute,bikeroute_sharrows;,minorCollector,25,cbd,123,BikeSGV Pasadena 2016,1368,2520,2016-10-27 11:13:00,wes@bikesgv.org
16735,1476,Colorado,Oakland,Madison,34.1457326,-118.1388858,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,0,0,1,2,0,2,0,No helmet,Child,3,0,manual_in_house,Yes,no,,none,bikeroute_sharrows;,majorArterial,25,cbd,123,BikeSGV Pasadena 2016,1373,2526,2016-10-27 11:47:00,wes@bikesgv.org
16736,1476,Colorado,Oakland,Madison,34.1457326,-118.1388858,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,0,0,1,1,0,1,0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,bikeroute_sharrows;,majorArterial,25,cbd,123,BikeSGV Pasadena 2016,1373,2526,2016-10-27 11:47:00,wes@bikesgv.org
16737,1476,Colorado,Oakland,Madison,34.1457326,-118.1388858,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,0,0,1,4,0,4,0,No helmet,Child,5,0,manual_in_house,Yes,no,,none,bikeroute_sharrows;,majorArterial,25,cbd,123,BikeSGV Pasadena 2016,1373,2526,2016-10-27 11:47:00,wes@bikesgv.org
16738,1476,Colorado,Oakland,Madison,34.1457326,-118.1388858,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,0,0,0,1,1,1,0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,bikeroute_sharrows;,majorArterial,25,cbd,123,BikeSGV Pasadena 2016,1373,2526,2016-10-27 11:47:00,wes@bikesgv.org
16739,1476,Colorado,Oakland,Madison,34.1457326,-118.1388858,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,0,0,2,0,0,1,0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,bikeroute_sharrows;,majorArterial,25,cbd,123,BikeSGV Pasadena 2016,1373,2526,2016-10-27 11:47:00,wes@bikesgv.org
16740,1476,Colorado,Oakland,Madison,34.1457326,-118.1388858,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,0,0,1,2,0,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,bikeroute_sharrows;,majorArterial,25,cbd,123,BikeSGV Pasadena 2016,1373,2526,2016-10-27 11:47:00,wes@bikesgv.org
16741,1476,Colorado,Oakland,Madison,34.1457326,-118.1388858,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,0,0,3,0,1,2,0,No helmet,Child,2,0,manual_in_house,Yes,no,,none,bikeroute_sharrows;,majorArterial,25,cbd,123,BikeSGV Pasadena 2016,1373,2526,2016-10-27 11:47:00,wes@bikesgv.org
16742,1476,Colorado,Oakland,Madison,34.1457326,-118.1388858,midblock,10-08-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,0,0,1,3,0,2,0,No helmet,Child,2,0,manual_in_house,Yes,no,,none,bikeroute_sharrows;,majorArterial,25,cbd,123,BikeSGV Pasadena 2016,1373,2526,2016-10-27 11:47:00,wes@bikesgv.org
16743,1476,Colorado,Oakland,Madison,34.1457326,-118.1388858,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,4:00 PM,0,0,2,0,0,0,0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,bikeroute_sharrows;,majorArterial,25,cbd,123,BikeSGV Pasadena 2016,1373,2527,2016-10-27 11:58:00,wes@bikesgv.org
16744,1476,Colorado,Oakland,Madison,34.1457326,-118.1388858,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,4:15 PM,0,0,1,1,1,2,0,No helmet,Child,2,0,manual_in_house,Yes,no,,none,bikeroute_sharrows;,majorArterial,25,cbd,123,BikeSGV Pasadena 2016,1373,2527,2016-10-27 11:58:00,wes@bikesgv.org
16745,1476,Colorado,Oakland,Madison,34.1457326,-118.1388858,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,4:30 PM,0,0,2,0,0,1,0,No helmet,Child,2,0,manual_in_house,Yes,no,,none,bikeroute_sharrows;,majorArterial,25,cbd,123,BikeSGV Pasadena 2016,1373,2527,2016-10-27 11:58:00,wes@bikesgv.org
16746,1476,Colorado,Oakland,Madison,34.1457326,-118.1388858,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,4:45 PM,0,0,1,2,0,3,0,No helmet,Child,3,0,manual_in_house,Yes,no,,none,bikeroute_sharrows;,majorArterial,25,cbd,123,BikeSGV Pasadena 2016,1373,2527,2016-10-27 11:58:00,wes@bikesgv.org
16747,1476,Colorado,Oakland,Madison,34.1457326,-118.1388858,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,5:00 PM,0,0,2,0,0,1,0,No helmet,Child,2,0,manual_in_house,Yes,no,,none,bikeroute_sharrows;,majorArterial,25,cbd,123,BikeSGV Pasadena 2016,1373,2527,2016-10-27 11:58:00,wes@bikesgv.org
16748,1476,Colorado,Oakland,Madison,34.1457326,-118.1388858,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,5:15 PM,0,0,1,3,1,3,0,No helmet,Child,3,0,manual_in_house,Yes,no,,none,bikeroute_sharrows;,majorArterial,25,cbd,123,BikeSGV Pasadena 2016,1373,2527,2016-10-27 11:58:00,wes@bikesgv.org
16749,1476,Colorado,Oakland,Madison,34.1457326,-118.1388858,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,5:30 PM,0,0,0,1,1,1,0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,bikeroute_sharrows;,majorArterial,25,cbd,123,BikeSGV Pasadena 2016,1373,2527,2016-10-27 11:58:00,wes@bikesgv.org
16750,1476,Colorado,Oakland,Madison,34.1457326,-118.1388858,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,5:45 PM,0,0,3,1,1,3,0,No helmet,Child,4,0,manual_in_house,Yes,no,,none,bikeroute_sharrows;,majorArterial,25,cbd,123,BikeSGV Pasadena 2016,1373,2527,2016-10-27 11:58:00,wes@bikesgv.org
18202,1547,Colorado,Fair Oaks,Raymond,34.1457082,-118.1498855,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,4:00 PM,0,0,3,1,0,1,0,No helmet,Child ,2,0,manual_in_house,Yes,no,,none,,principalArterial,25,neighborhoodRetail,123,BikeSGV Pasadena 2016,1491,2745,2017-02-21 12:32:00,wes@bikesgv.org
18203,1547,Colorado,Fair Oaks,Raymond,34.1457082,-118.1498855,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,4:15 PM,0,0,4,1,0,2,0,No helmet,Child ,3,0,manual_in_house,Yes,no,,none,,principalArterial,25,neighborhoodRetail,123,BikeSGV Pasadena 2016,1491,2745,2017-02-21 12:32:00,wes@bikesgv.org
18204,1547,Colorado,Fair Oaks,Raymond,34.1457082,-118.1498855,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,4:30 PM,0,0,1,2,0,1,0,No helmet,Child ,3,0,manual_in_house,Yes,no,,none,,principalArterial,25,neighborhoodRetail,123,BikeSGV Pasadena 2016,1491,2745,2017-02-21 12:32:00,wes@bikesgv.org
18205,1547,Colorado,Fair Oaks,Raymond,34.1457082,-118.1498855,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,4:45 PM,0,0,0,2,0,1,0,No helmet,Child ,1,0,manual_in_house,Yes,no,,none,,principalArterial,25,neighborhoodRetail,123,BikeSGV Pasadena 2016,1491,2745,2017-02-21 12:32:00,wes@bikesgv.org
18206,1547,Colorado,Fair Oaks,Raymond,34.1457082,-118.1498855,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,5:00 PM,0,0,1,3,1,1,0,No helmet,Child ,3,0,manual_in_house,Yes,no,,none,,principalArterial,25,neighborhoodRetail,123,BikeSGV Pasadena 2016,1491,2745,2017-02-21 12:32:00,wes@bikesgv.org
18207,1547,Colorado,Fair Oaks,Raymond,34.1457082,-118.1498855,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,5:15 PM,0,0,4,1,0,1,0,No helmet,Child ,3,0,manual_in_house,Yes,no,,none,,principalArterial,25,neighborhoodRetail,123,BikeSGV Pasadena 2016,1491,2745,2017-02-21 12:32:00,wes@bikesgv.org
18208,1547,Colorado,Fair Oaks,Raymond,34.1457082,-118.1498855,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,5:30 PM,0,0,0,2,1,1,0,No helmet,Child ,0,0,manual_in_house,Yes,no,,none,,principalArterial,25,neighborhoodRetail,123,BikeSGV Pasadena 2016,1491,2745,2017-02-21 12:32:00,wes@bikesgv.org
18209,1547,Colorado,Fair Oaks,Raymond,34.1457082,-118.1498855,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,5:45 PM,0,0,0,2,0,1,0,No helmet,Child ,0,0,manual_in_house,Yes,no,,none,,principalArterial,25,neighborhoodRetail,123,BikeSGV Pasadena 2016,1491,2745,2017-02-21 12:32:00,wes@bikesgv.org
16711,1474,Lake Ave,Cordova,Del Mar,34.1420631,-118.132537,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,4:00 PM,2,1,0,0,0,1,0,No Helmet,Child,1,0,manual_in_house,Yes,no,,bikeroute,bikeroute_sharrows;,minorCollector,25,cbd,123,BikeSGV Pasadena 2016,1368,2522,2016-10-27 11:27:00,wes@bikesgv.org
16712,1474,Lake Ave,Cordova,Del Mar,34.1420631,-118.132537,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,4:15 PM,4,1,0,0,0,0,0,No Helmet,Child,0,0,manual_in_house,Yes,no,,bikeroute,bikeroute_sharrows;,minorCollector,25,cbd,123,BikeSGV Pasadena 2016,1368,2522,2016-10-27 11:27:00,wes@bikesgv.org
16713,1474,Lake Ave,Cordova,Del Mar,34.1420631,-118.132537,midblock,10-11-2016,Tuesday,4:00 PM,6:00 PM,4:30 PM,1,3,0,0,0,3,0,No Helmet,Child,2,0,manual_in_house,Yes,no,,bikeroute,bikeroute_sharrows;,minorCollector,25,cbd,123,BikeSGV Pasadena 2016,1368,2522,2016-10-27 11:27:00,wes@bikesgv.org
